endereco,preco,quartos,banheiros,area
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,58.0
"59080-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,58.0
"59063-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",749999,3.0,4.0,145.0
"59025-610, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",245000,3.0,2.0,80.0
"59022-640, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",690000,4.0,1.0,243.0
"59063-370, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",380000,3.0,2.0,176.0
"59063-150, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,100.0
"59056-400, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",403000,2.0,2.0,55.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",9000000,2.0,,90.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1900000,3.0,3.0,300.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",520000,1.0,2.0,51.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",477225,3.0,2.0,80.0
"59090-515, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",295000,2.0,2.0,56.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",279999,2.0,2.0,55.0
"59075-200, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",860000,3.0,4.0,102.0
"59064-720, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",310000,2.0,1.0,57.0
"59082-380, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",379000,3.0,2.0,83.0
"59090-050, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,1.0,1.0,52.0
"59022-110, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",260000,3.0,2.0,127.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",760000,4.0,4.0,108.0
"59054-180, Dix-Sept Rosado, Região Oeste, Natal, Estado do Rio Grande do Norte",255000,3.0,2.0,92.0
"59082-160, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,78.0
"59056-570, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,4.0,86.0
"59075-200, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",860000,3.0,3.0,104.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",387000,3.0,3.0,61.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,78.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",692490,4.0,3.0,108.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",881990,4.0,3.0,120.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",455000,2.0,3.0,98.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",490349,3.0,2.0,101.0
"59065-200, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",165000,2.0,2.0,129.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",574859,3.0,3.0,79.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",556000,3.0,2.0,82.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",525000,3.0,3.0,93.0
"59090-425, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",309999,2.0,2.0,52.0
"59012-360, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",5000000,4.0,6.0,480.0
"59092-560, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",359999,3.0,2.0,67.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1600000,3.0,5.0,196.0
"59062-420, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",699000,3.0,3.0,104.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",230000,3.0,2.0,87.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1699900,3.0,4.0,163.0
"59056-300, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",750000,4.0,4.0,257.0
"59056-215, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",360000,3.0,3.0,78.0
"59022-140, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",475000,4.0,3.0,171.0
"59010-035, Praia do Meio, Região Leste, Natal, Estado do Rio Grande do Norte",185000,2.0,3.0,110.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",899900,4.0,5.0,220.0
"59064-430, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1499990,5.0,7.0,369.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",299000,2.0,2.0,54.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",519999,3.0,2.0,92.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1180000,3.0,5.0,156.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,76.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",720000,3.0,5.0,220.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",692990,4.0,3.0,108.0
"59054-977, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1019914,4.0,5.0,144.0
"59090-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",279000,2.0,2.0,55.0
"59054-500, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",260000,2.0,2.0,80.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",348999,2.0,2.0,55.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",270000,2.0,2.0,60.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",160000,2.0,2.0,73.0
"59075-710, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",220000,3.0,2.0,110.0
"59080-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,2.0,116.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,4.0,97.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1399990,4.0,5.0,164.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",154000,2.0,1.0,56.0
"59054-145, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,3.0,2.0,83.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",424000,2.0,2.0,61.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",245000,2.0,2.0,54.0
"59062-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",267000,2.0,2.0,60.0
"59062-530, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,57.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",730000,3.0,4.0,94.0
"59025-600, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,80.0
"59082-015, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",885468,3.0,5.0,137.0
"59090-400, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",370000,1.0,1.0,40.0
"59082-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",550000,3.0,4.0,137.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,54.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",788366,3.0,3.0,2.0
"59062-370, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",220000,3.0,3.0,100.0
"59062-410, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",950000,3.0,5.0,130.0
"59056-400, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",329900,3.0,2.0,79.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",356272,3.0,2.0,71.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",495000,3.0,3.0,89.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",619041,3.0,4.0,90.0
"59030-420, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",480000,3.0,5.0,110.0
"59090-730, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",680000,4.0,5.0,132.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",455000,2.0,3.0,98.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1200000,3.0,3.0,176.0
"59080-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",410000,3.0,3.0,98.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,3.0,98.0
"59075-710, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",309000,2.0,2.0,57.0
"59022-640, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",630000,3.0,1.0,244.0
"59092-100, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",289999,1.0,1.0,35.0
"59022-190, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",260000,3.0,3.0,114.0
"59054-550, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1149999,3.0,3.0,136.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",410000,3.0,3.0,145.0
"59090-568, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,54.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2997990,4.0,5.0,282.0
"59082-420, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",369900,2.0,2.0,59.0
"59014-170, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2150000,4.0,6.0,280.0
"59062-370, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",255000,3.0,3.0,102.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1276816,3.0,5.0,156.0
"59090-410, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",475000,2.0,1.0,50.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",480000,3.0,4.0,96.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",919999,3.0,4.0,119.0
"59056-425, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",235000,2.0,2.0,59.0
"59030-430, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,108.0
"59022-090, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",490000,3.0,4.0,221.0
"59075-200, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",860000,3.0,3.0,102.0
"59075-810, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",480000,3.0,3.0,98.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",479490,2.0,3.0,82.0
"59056-485, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",430000,3.0,3.0,144.0
"59064-160, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,96.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,3.0,5.0,340.0
"59056-140, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,3.0,90.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",434490,2.0,2.0,67.0
"59022-390, Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,80.0
"59022-600, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",560000,3.0,5.0,123.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,75.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1590000,4.0,4.0,137.0
"59082-440, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",140000,3.0,1.0,72.0
"59054-725, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,2.0,1.0,76.0
"59070-400, Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",270000,2.0,2.0,60.0
"59078-510, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",170000,2.0,2.0,75.0
"59062-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",850000,3.0,4.0,203.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",960000,4.0,5.0,287.0
"59082-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,137.0
"59054-640, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,3.0,2.0,80.0
"59056-500, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",420000,3.0,4.0,96.0
"59090-180, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,2.0,55.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",190000,3.0,2.0,79.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",115000,1.0,1.0,50.0
"59090-480, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",280000,2.0,2.0,54.0
"59090-180, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",449000,2.0,2.0,56.0
"59080-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,3.0,116.0
"59030-260, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",260000,2.0,2.0,82.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,58.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",650000,4.0,5.0,171.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,72.0
"59082-110, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",2780000,3.0,5.0,165.0
"59062-530, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,58.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1100000,2.0,4.0,175.0
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",477645,2.0,2.0,59.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,54.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",795000,4.0,5.0,120.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",549999,3.0,2.0,79.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",668990,3.0,2.0,82.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",423990,2.0,2.0,61.0
"59094-100, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",420000,1.0,1.0,36.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",530000,5.0,6.0,315.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",382000,2.0,2.0,61.0
"59022-390, Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",200000,2.0,3.0,80.0
"59056-400, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",425000,3.0,2.0,77.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",649999,4.0,6.0,178.0
"59022-600, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,135.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",750000,3.0,5.0,178.0
"59054-977, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",420000,3.0,3.0,96.0
"59094-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",169990,1.0,1.0,27.0
"59054-550, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",480000,3.0,2.0,81.0
"59090-568, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",285000,2.0,2.0,54.0
"59090-315, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",430000,3.0,3.0,87.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",380000,2.0,2.0,56.0
"59056-500, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,2.0,59.0
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,93.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1400000,4.0,6.0,164.0
"59092-560, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,54.0
"59056-265, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",560000,3.0,3.0,103.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,56.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,55.0
"59090-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",279000,2.0,2.0,55.0
"59022-590, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,100.0
"59082-190, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",840000,4.0,4.0,198.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,3.0,3.0,95.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,2.0,94.0
"59092-540, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",750000,3.0,4.0,116.0
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",469999,3.0,3.0,96.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,3.0,6.0,236.0
"59090-450, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",415000,2.0,2.0,66.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",426664,3.0,2.0,79.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",700000,4.0,5.0,161.0
"59056-400, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",403000,2.0,2.0,55.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1200000,4.0,5.0,166.0
"59030-610, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",160000,3.0,2.0,80.0
"59082-280, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,89.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",881490,4.0,3.0,120.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",479000,3.0,2.0,110.0
"59056-265, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,103.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",424000,2.0,2.0,61.0
"59082-420, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",380000,2.0,2.0,59.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",735000,4.0,4.0,109.0
"59056-230, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",788366,3.0,3.0,110.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",600000,3.0,5.0,148.0
"59094-100, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",400000,1.0,1.0,36.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1150738,3.0,4.0,156.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,2.0,75.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,3.0,2.0,80.0
"59090-165, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",142000,1.0,1.0,25.0
"59064-430, Natal, Estado do Rio Grande do Norte",950000,3.0,5.0,137.0
"59010-030, Praia do Meio, Região Leste, Natal, Estado do Rio Grande do Norte",100000,1.0,1.0,52.0
"59070-400, Cidade da Esperança, Região Oeste, Natal, Estado do Rio Grande do Norte",270000,2.0,2.0,60.0
"59022-405, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",750000,4.0,1.0,270.0
"59062-420, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",700000,3.0,3.0,104.0
"59094-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,60.0
"59064-430, Natal, Estado do Rio Grande do Norte",1500000,5.0,7.0,369.0
"59054-550, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,2.0,2.0,54.0
"59056-500, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",234000,2.0,2.0,59.0
"59022-540, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",790000,3.0,5.0,140.0
"59056-590, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,115.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,3.0,98.0
"59062-360, Natal, Estado do Rio Grande do Norte",664990,3.0,4.0,113.0
"59014-060, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2150000,4.0,2.0,280.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",668490,3.0,2.0,82.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",745000,4.0,4.0,109.0
"59022-390, Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",200000,2.0,3.0,80.0
"59092-030, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",270000,1.0,1.0,34.0
"59012-570, Natal, Estado do Rio Grande do Norte",1360000,4.0,6.0,214.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,56.0
"59022-500, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",160000,2.0,2.0,68.0
"59080-101, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",159000,3.0,3.0,92.0
"59080-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,2.0,116.0
"59076-030, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,76.0
"59020-130, Natal, Estado do Rio Grande do Norte",990000,3.0,5.0,131.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",850000,4.0,4.0,108.0
"59090-040, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",249999,1.0,1.0,39.0
"59010-030, Praia do Meio, Região Leste, Natal, Estado do Rio Grande do Norte",220000,3.0,3.0,110.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",785000,4.0,4.0,108.0
"59092-540, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",679000,4.0,3.0,132.0
"59088-755, Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",135000,2.0,1.0,50.0
"59022-140, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",360000,3.0,3.0,120.0
"59056-020, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",195000,1.0,1.0,50.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",249999,2.0,2.0,55.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",157000,2.0,2.0,57.0
"59090-840, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,1.0,2.0,72.0
"59056-300, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",794817,3.0,4.0,110.0
"59056-600, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",660000,3.0,4.0,99.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",625000,4.0,4.0,110.0
"59094-410, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",290000,1.0,1.0,37.0
"59075-070, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",825000,3.0,5.0,127.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1168334,4.0,3.0,156.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1990000,4.0,6.0,260.0
"59082-430, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",970000,3.0,5.0,156.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",779000,3.0,5.0,142.0
"59063-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",220000,2.0,1.0,57.0
"59090-415, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,58.0
"59082-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,80.0
"59020-400, Natal, Estado do Rio Grande do Norte",550000,4.0,5.0,260.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",215000,2.0,2.0,79.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",479999,3.0,3.0,82.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",190000,1.0,1.0,52.0
"59064-360, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",679000,3.0,5.0,144.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",249990,2.0,2.0,51.0
"59012-310, Natal, Estado do Rio Grande do Norte",800000,4.0,5.0,270.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",350000,2.0,1.0,55.0
"59054-520, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",497000,3.0,3.0,88.0
"59052-700, Dix-Sept Rosado, Região Oeste, Natal, Estado do Rio Grande do Norte",360000,2.0,2.0,57.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",315765,2.0,2.0,54.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",435150,2.0,2.0,57.0
"59032-550, Natal, Estado do Rio Grande do Norte",550000,3.0,3.0,168.0
"59054-600, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",369999,3.0,,75.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",381055,2.0,2.0,54.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",316274,2.0,2.0,54.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",295000,2.0,2.0,55.0
"59060-400, Nossa Senhora de Nazaré, Região Oeste, Natal, Estado do Rio Grande do Norte",422762,2.0,2.0,57.0
"59030-500, Natal, Estado do Rio Grande do Norte",660000,3.0,5.0,120.0
