endereco,preco,quartos,banheiros,area
"59054-310, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",364000,2.0,2.0,57.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",520000,2.0,2.0,56.0
"59075-710, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,3.0,110.0
"59063-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",167000,2.0,1.0,58.0
"59091-130, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",170000,2.0,1.0,55.0
"59092-540, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",355000,2.0,2.0,58.0
"59090-480, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",290000,2.0,1.0,56.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",472500,3.0,3.0,78.0
"59056-210, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",480000,4.0,3.0,143.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",330000,1.0,1.0,48.0
"59056-020, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,1.0,1.0,50.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",480000,3.0,1.0,92.0
"59075-070, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",495000,3.0,3.0,95.0
"59054-831, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1080000,3.0,5.0,147.0
"59022-600, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",400000,3.0,3.0,135.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,57.0
"Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,83.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1127000,4.0,2.0,156.0
"59022-405, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",750000,4.0,3.0,270.0
"59063-150, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,1.0,169.0
"59082-380, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",405000,3.0,2.0,83.0
"59064-270, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",250000,3.0,1.0,88.0
"59056-400, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",186000,2.0,2.0,80.0
"59082-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",2000000,3.0,5.0,235.0
"59063-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,2.0,1.0,58.0
"59022-140, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",285000,3.0,2.0,96.0
"Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",710000,4.0,3.0,109.0
"59054-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,3.0,2.0,76.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",387000,3.0,3.0,61.0
"59062-530, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,2.0,58.0
"59094-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",198000,1.0,1.0,34.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",95000,2.0,2.0,95.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",352480,2.0,2.0,48.0
"59064-360, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",883654,3.0,4.0,142.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",481180,2.0,2.0,48.0
"59062-350, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",267000,2.0,2.0,60.0
"59082-170, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",850000,4.0,6.0,258.0
"59063-630, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",325000,3.0,3.0,160.0
"59054-650, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",331874,2.0,2.0,52.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",357782,2.0,2.0,59.0
"59082-015, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",885968,3.0,5.0,137.0
"59067-400, Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,67.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",939490,3.0,4.0,141.0
"59054-977, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",510000,3.0,3.0,90.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",480000,2.0,2.0,115.0
"59056-100, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",310000,3.0,3.0,107.0
"Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",182000,3.0,,80.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",342601,3.0,1.0,73.0
"59056-125, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",474490,2.0,2.0,55.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",575359,3.0,3.0,79.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",490000,3.0,2.0,76.0
"59020-250, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1100000,4.0,2.0,217.0
"59082-070, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",980000,4.0,5.0,273.0
"59022-120, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,3.0,106.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",781000,3.0,5.0,113.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",900000,3.0,3.0,127.0
"Pitimbu, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,57.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",495000,2.0,2.0,82.0
"59064-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,3.0,5.0,206.0
"59030-260, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",260000,3.0,2.0,80.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",680000,4.0,4.0,108.0
"59020-090, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",850000,3.0,3.0,98.0
"59090-180, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,1.0,60.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",762000,4.0,4.0,109.0
"59063-410, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",550000,4.0,5.0,220.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",165000,2.0,2.0,74.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,54.0
"59054-650, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",150000,2.0,2.0,70.0
"59063-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",449999,3.0,3.0,90.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",354000,2.0,2.0,59.0
"59022-390, Lagoa Seca, Região Leste, Natal, Estado do Rio Grande do Norte",480000,3.0,3.0,117.0
"59014-020, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",240000,2.0,1.0,56.0
"59092-560, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",309999,2.0,2.0,52.0
"59091-200, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",179900,2.0,1.0,41.0
"59030-500, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",398500,3.0,2.0,141.0
"59014-078, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,55.0
"59020-150, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",799999,3.0,3.0,98.0
"59056-190, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1400000,4.0,6.0,165.0
"59056-265, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,4.0,103.0
"59014-060, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2149980,4.0,5.0,279.0
"59030-430, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",549000,3.0,4.0,108.0
"Neópolis, Região Sul, Natal, Estado do Rio Grande do Norte",592000,3.0,3.0,92.0
"59092-540, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",799990,3.0,4.0,131.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",349436,3.0,2.0,71.0
"59025-610, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",245000,3.0,2.0,80.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",680490,3.0,2.0,97.0
"59022-540, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",900000,3.0,5.0,140.0
"59056-100, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",300000,3.0,3.0,105.0
"59062-530, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",339000,2.0,2.0,57.0
"59094-410, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",174999,1.0,1.0,36.0
"59082-000, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",165000,2.0,2.0,74.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",144800,2.0,1.0,65.0
"59075-770, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",850000,3.0,4.0,119.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",250000,2.0,2.0,57.0
"59054-640, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",175000,3.0,3.0,80.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",415000,2.0,2.0,68.0
"59020-510, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",2460000,3.0,5.0,290.0
"59075-750, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",320000,3.0,2.0,94.0
"59064-364, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",595000,4.0,3.0,143.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",230000,2.0,2.0,80.0
"59062-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",749500,3.0,4.0,156.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",1890000,3.0,6.0,280.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",999999,4.0,5.0,160.0
"59080-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",330000,2.0,2.0,58.0
"59075-740, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",580000,3.0,5.0,160.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",135000,2.0,1.0,57.0
"59020-200, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1350000,3.0,5.0,137.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",130000,2.0,1.0,56.0
"59082-260, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",195000,2.0,1.0,54.0
"59082-060, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",650000,3.0,3.0,85.0
"59064-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",550000,3.0,2.0,150.0
"59064-160, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",380000,3.0,3.0,96.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",449000,2.0,3.0,96.0
"59022-070, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",269000,3.0,2.0,208.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",349999,3.0,1.0,69.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",285000,2.0,2.0,54.0
"59020-035, Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",1900000,7.0,7.0,384.0
"59082-420, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",379900,2.0,2.0,59.0
"59090-840, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",349999,1.0,2.0,132.0
"59056-300, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1550000,5.0,9.0,650.0
"59064-430, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1499490,5.0,7.0,369.0
"59056-450, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1090000,4.0,5.0,160.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",369999,3.0,2.0,71.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",284980,1.0,1.0,42.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",169990,1.0,1.0,27.0
"59075-420, Nova Descoberta, Região Sul, Natal, Estado do Rio Grande do Norte",150000,3.0,2.0,70.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",520000,3.0,4.0,130.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",180000,3.0,2.0,75.0
"59062-470, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",382000,2.0,2.0,61.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",300000,2.0,2.0,60.0
"59014-030, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",500000,2.0,2.0,109.0
"Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",798900,4.0,5.0,196.0
"59090-420, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",350000,2.0,2.0,52.0
"59090-180, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,2.0,60.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",250000,3.0,2.0,91.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",342600,3.0,2.0,71.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",328990,2.0,2.0,
"59056-125, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",403000,2.0,2.0,55.0
"59082-010, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",600000,3.0,4.0,137.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,2.0,1.0,55.0
"59092-550, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",445480,2.0,2.0,51.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",295000,2.0,2.0,60.0
"59056-230, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",788596,3.0,3.0,109.0
"59014-100, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",415000,2.0,2.0,68.0
"59092-020, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",544000,1.0,1.0,50.0
"59064-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",895000,4.0,5.0,130.0
"59015-430, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",900000,3.0,5.0,468.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",460000,2.0,3.0,98.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",730000,4.0,4.0,109.0
"59082-090, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",882000,4.0,4.0,120.0
"59092-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",767900,2.0,3.0,121.0
"Petrópolis, Região Leste, Natal, Estado do Rio Grande do Norte",549999,3.0,4.0,94.0
"59064-400, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1100000,3.0,5.0,234.0
"59082-160, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1095000,4.0,5.0,240.0
"59082-180, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",160000,2.0,1.0,60.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",940000,3.0,4.0,141.0
"59020-130, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1250000,3.0,4.0,131.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1150238,3.0,4.0,156.0
"59030-580, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",240000,2.0,2.0,82.0
"59052-510, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",595000,4.0,3.0,143.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",400000,3.0,3.0,73.0
"59064-330, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",485000,3.0,3.0,87.0
"59090-160, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",490000,2.0,1.0,55.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",210000,2.0,2.0,56.0
"59082-280, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",190000,2.0,2.0,89.0
"59064-360, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",883154,3.0,4.0,142.0
"59020-130, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",1250000,3.0,4.0,131.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",350000,3.0,3.0,75.0
"59090-505, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",419000,2.0,4.0,136.0
"59092-390, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",185000,3.0,2.0,80.0
"59062-410, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",949000,3.0,5.0,130.0
"Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",285000,2.0,2.0,62.0
"59082-140, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",290000,2.0,2.0,55.0
"59090-900, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",389999,3.0,3.0,98.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",595000,4.0,3.0,162.0
"59092-560, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",299950,2.0,2.0,52.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",315000,2.0,2.0,60.0
"59022-100, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",400000,2.0,3.0,150.0
"59014-060, Areia Preta, Região Leste, Natal, Estado do Rio Grande do Norte",2149999,4.0,5.0,279.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",529000,3.0,3.0,93.0
"59030-640, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",460000,3.0,3.0,100.0
"Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",450000,3.0,4.0,137.0
"59064-430, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",1500000,5.0,7.0,369.0
"59022-050, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",190000,3.0,3.0,100.0
"59022-080, Barro Vermelho, Região Leste, Natal, Estado do Rio Grande do Norte",595000,4.0,3.0,162.0
"59092-440, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",560000,1.0,2.0,51.0
"59014-540, Tirol, Região Leste, Natal, Estado do Rio Grande do Norte",688000,3.0,2.0,88.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",751000,4.0,4.0,108.0
"59082-100, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",1167834,4.0,3.0,156.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",939990,3.0,4.0,141.0
"59062-360, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",625000,4.0,4.0,113.0
"Pajuçara, Região Norte, Natal, Estado do Rio Grande do Norte",270000,3.0,2.0,61.0
"59082-200, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",869999,3.0,4.0,141.0
"59025-400, Cidade Alta, Região Leste, Natal, Estado do Rio Grande do Norte",400000,3.0,3.0,73.0
"59090-000, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",230000,1.0,1.0,27.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",440000,3.0,3.0,94.0
"59075-760, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",840000,3.0,5.0,127.0
"59056-215, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",649999,3.0,3.0,119.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",369000,3.0,2.0,70.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",308000,2.0,2.0,55.0
"59082-400, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",879198,3.0,2.0,136.0
"59091-250, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",390000,3.0,2.0,69.0
"59056-215, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",800000,3.0,3.0,196.0
"59090-500, Ponta Negra, Região Sul, Natal, Estado do Rio Grande do Norte",480000,2.0,2.0,93.0
"59062-380, Lagoa Nova, Região Sul, Natal, Estado do Rio Grande do Norte",749490,3.0,4.0,156.0
"59082-120, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",329000,2.0,1.0,55.0
"59064-740, Candelária, Região Sul, Natal, Estado do Rio Grande do Norte",260000,3.0,1.0,98.0
"59082-080, Capim Macio, Região Sul, Natal, Estado do Rio Grande do Norte",762000,4.0,4.0,108.0
